,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,stop_x,stop_y
1497,SMOSMOE,4406,SMOKY VIEW BLVD & SMOKY ROW RD,,40.135729,-83.071906,,,,,,0,1118238.3996918437,397240.91392110416
1498,SMOSUMS,4407,SMOKY ROW RD & SUMMIT ROW BLVD,,40.133622,-83.070966,,,,,,0,1118322.7164499336,397008.94910932635
1499,BRO344W,4408,3440 W BROAD ST,,39.954114,-83.092574,,,,,,0,1116814.0631075941,377099.972291432
1500,BROENTW,4409,W BROAD ST & RHODES PARK,,39.956296,-83.050394,,,,,,0,1120423.444809997,377403.80053767306
1501,BRO425W,4410,4250 W BROAD ST,4250 W BROAD ST & NATIONWIDE BLVD,39.953065,-83.115235,,,,,,0,1114874.5946130785,376951.1715628102
1502,BROJEFW,4413,E BROAD ST & JEFFERSON AVE,,39.964224,-82.984176,,,,,,0,1126080.0730906883,378383.0894827874
1503,BROPARLW,4414,E BROAD ST & PARKLAWN BLVD,,39.975286,-82.882993,,,,,,0,1134722.8828041775,379771.9713868253
1504,BRO424W,4415,4244 E BROAD ST,,39.974744,-82.888164,,,,,,0,1134281.2178096652,379703.3111460592
1505,5THKRUE,4416,E 5TH AVE & KRUMM AVE,,39.984585,-82.917844,,,,,,0,1131718.5887169573,380743.7590392156
1506,OLE3420N,4417,3420 OLENTANGY RIVER RD,0 OLENTANGY RIVER RD & RAMP RAMP,40.028795,-83.02885,,,,,,0,1122126.5307692965,385463.54187373654
1507,GREPARE,4424,GREENWAY AVE & PARKWOOD AVE,,39.97411,-82.958774,,,,,,0,1128235.4985037926,379517.81276916596
1508,GREELDW,4426,GREENWAY AVE & ELDRIDGE AVE,,39.974154,-82.958261,,,,,,0,1128279.3417559725,379523.5028639508
1509,OSB5THN,4427,OSBORN AVE & E 5TH AVE,,39.985071,-82.912528,,,,,,0,1132172.7436564683,380806.2940850718
1510,SHASKYN,4439,SHARON WOODS BLVD & SKYWAE DR,,40.095503,-82.964824,,,,,,0,1127467.9828457457,392949.78240371414
1511,NOROLEE,4444,W NORTH BROADWAY & OLENTANGY RIVER RD,W NORTH BROADWAY & OLENTANGY RIV RD,40.030904,-83.029716,,,,,,0,1122048.2852934573,385695.7533388403
1512,12T221W,4445,221 W 12TH AVE,,39.996943,-83.013476,,,,,,0,1123505.3404765953,381960.20860778773
1513,NORINDE,4450,E N BROADWAY & INDIANOLA AVE,,40.031273,-83.001409,,,,,,0,1124469.6135019148,385780.0197843681
1514,EISNORN,4451,EISENHOWER RD & E NORTH BROADWAY,,40.031148,-82.993531,,,,,,0,1125143.9338987463,385778.41104847717
1515,OAKEISE,4452,OAKLAND PARK AVE & EISENHOWER RD,,40.032637,-82.993264,,,,,,0,1125163.7787631406,385943.70104227506
1516,OLERIVN,4453,OLENTANGY RIVER RD & RIVERVIEW,OLENTANGY RIVER RD & RIVERVIEW DR,40.024336,-83.025947,,,,,,0,1122383.7177363762,384974.2209108254
1517,BRO476E,4459,4765 W BROAD ST,,39.952182,-83.128109,,,,,,0,1113773.2499064493,376835.0982072152
1518,CASCASS,4462,N CASSADY AVE & CASSADY VILLAGE TRL,,40.016791,-82.929021,,,,,,0,1130693.7967914147,384291.38237790857
1519,CASDEMS,4464,N CASSADY AVE & DEMONYE DR,,39.997804,-82.930314,,,,,,0,1130623.0461651583,382187.00201838
1520,REFWINE,4506,REFUGEE RD & WINCHESTER PIKE,,39.917311,-82.914606,,,,,,0,1132138.6848248355,373301.09175850824
1521,JAMRUHS,4508,N JAMES RD & RUHL AVE,,39.977807,-82.913131,,,,,,0,1132136.5503157964,380001.056196511
1522,RUHVIRW,4511,RUHL AVE & N VIRGINIA LEE RD,,39.977895,-82.917664,,,,,,0,1131748.1784358555,380003.35835308477
1523,RUHCHEW,4512,RUHL AVE & N CHESTERFIELD RD,,39.977981,-82.920031,,,,,,0,1131545.2975328353,380009.00325492723
1524,RUHGOUW,4513,RUHL AVE & N GOULD RD,,39.978106,-82.922419,,,,,,0,1131340.536346622,380018.9377624078
1525,MORDUNW,4535,MORSE RD & DUNBRIDGE ST,,40.058673,-82.931978,,,,,,0,1130352.794543145,388924.07616215164
1526,TAYBELS,4544,TAYLOR STATION RD & BELLTOWNE BLVD,,39.98623,-82.843119,,,,,,0,1138113.2894430037,381051.31248301466
1527,TAYWESS,4545,TAYLOR STATION RD & WESTBOURNE AVE,,39.984278,-82.84329,,,,,,0,1138102.984577264,380834.9018634185
1528,COUDESS,4547,COURTRIGHT RD & E DESHLER AVE,,39.936435,-82.897786,,,,,,0,1133539.4248662805,375446.0380792016
1529,SULWESW,4548,SULLIVANT AVE & S WESTGATE AVE,,39.943327,-83.081979,,,,,,0,1117742.1678722706,375921.14822049846
1530,SULSOUW,4549,SULLIVANT AVE & S SOUTHAMPTON AVE,,39.943083,-83.087518,,,,,,0,1117268.0120153103,375886.03670333757
1531,FIE5THS,4551,FIELDS AVE & E 5TH AVE,,39.986901,-82.992121,,,,,,0,1125353.8099951334,380881.4062131456
1532,TOWHAWW,4553,W TOWN ST & HAWKES AVE,0 W TOWN ST & HAWKES AVE,39.955748,-83.025622,,,,,,0,1122546.6789339432,377380.5687464122
1533,TOWDAKW,4554,W TOWN ST & DAKOTA AVE,0 W TOWN ST & DAKOTA AVE,39.955477,-83.027853,,,,,,0,1122356.08674619,377347.16629534855
1534,TOWYALW,4556,W TOWN ST & S YALE AVE,0 W TOWN ST & UNNAMED ALY,39.955044,-83.031489,,,,,,0,1122045.4459816937,377293.6989821305
1535,TOWPRIW,4557,W TOWN ST & S PRINCETON AVE,0 W TOWN ST & UNNAMED ALY,39.954719,-83.034216,,,,,,0,1121812.4628873847,377253.5800378937
1536,TOWBREW,4558,W TOWN ST & BREHL AVE,0 W TOWN ST & UNNAMED ALY,39.954439,-83.036542,,,,,,0,1121613.7429160387,377219.0577882838
1537,CENRICS,4559,S CENTRAL AVE & W RICH ST,,39.95294,-83.037259,,,,,,0,1121555.2470359595,377052.0118610804
1538,CENSULS,4560,S CENTRAL AVE & SULLIVANT AVE,0 S CENTRAL AVE & SULLIVANT AVE,39.950146,-83.036709,,,,,,0,1121607.8291091728,376743.50795586174
1539,CENUNIS,4561,S CENTRAL AVE & UNION AVE,,39.947833,-83.036209,,,,,,0,1121655.1906880722,376488.1834567187
1540,CENTHON,4562,S CENTRAL AVE & THOMAS,,39.947664,-83.036027,,,,,,0,1121671.1148430763,376469.7483349652
1541,CENSULN,4563,S CENTRAL AVE & SULLIVANT AVE,,39.950258,-83.036556,,,,,,0,1121620.7185332456,376756.1394199416
1542,CENRICN,4564,S CENTRAL AVE & W RICH ST,0 S CENTRAL AVE & W RICH ST,39.953537,-83.037284,,,,,,0,1121551.9385329823,377118.07070151484
1543,TOWBREE,4565,W TOWN ST & BREHL AVE,0 W TOWN ST & BREHL AVE,39.954333,-83.036081,,,,,,0,1121653.4441097511,377208.0196173374
1544,TOWPRIE,4566,W TOWN ST & S PRINCETON AVE,0 W TOWN ST & S PRINCETON AVE,39.954604,-83.033767,,,,,,0,1121851.153818494,377241.5283823274
1545,TOWYALE,4567,W TOWN ST & S YALE AVE,,39.954968,-83.031011,,,,,,0,1122086.5449741213,377286.0105534338
1546,TOWCYPE,4568,W TOWN ST & S CYPRESS AVE,0 W TOWN ST & S CYPRESS AVE,39.955254,-83.028407,,,,,,0,1122309.064981401,377321.63373844523
1547,TOWHAWE,4570,W TOWN ST & HAWKES AVE,,39.955616,-83.025364,,,,,,0,1122569.0414054506,377366.34777205926
1548,TOWDAVE,4572,W TOWN ST & S DAVIS AVE,,39.95613,-83.021096,,,,,,0,1122933.6569792738,377429.7730254029
1549,BROWESTE,4573,W BROAD ST & WESTLAND MALL,,39.95276,-83.114984,,,,,,0,1114896.662027833,376917.7618023226
1550,NELOPPS,4575,520 N NELSON RD,,39.979215,-82.944718,,,,,,0,1129428.64410755,380105.55129060545
1551,SULSYLE,4588,SULLIVANT AVE & S SYLVAN AVE,,39.943021,-83.08633,,,,,,0,1117369.9246302787,375880.90639565117
1552,REDROCW,4602,RED ROBIN RD & ROCKCASTLE DR,,40.065115,-82.97316,,,,,,0,1126817.5521256246,389571.53638822667
1553,NORKINSE,4603,NORTHWEST BLVD & KINGS CT,,39.994966,-83.045176,,,,,,0,1120795.304359146,381693.13698843715
1554,REDTAMW,4604,RED ROBIN RD & TAMARACK BLVD,,40.064977,-82.970481,,,,,,0,1127046.9327069602,389560.48569256044
1555,HENZELW,4606,W HENDERSON RD & ZELLER RD,,40.051666,-83.024449,,,,,,0,1122458.0057172254,388002.7560573303
1556,HENOLEBW,4607,W HENDERSON RD & OLENTANGY BLVD,,40.051793,-83.02712,,,,,,0,1122229.289426655,388012.75365263654
1557,HENLAUW,4608,W HENDERSON RD & LAURALAND DR E,,40.052222,-83.038011,,,,,,0,1121296.8808080475,388043.7598421002
1558,GOOOPPE,4612,582 W GOODALE ST,,39.974112,-83.018946,,,,,,0,1123082.245126494,379423.9663902926
1559,HILROBS,4622,HILLIARD ROME RD & ROBERTS RD,,40.003302,-83.153985,,,,,,0,1111464.634777316,382458.9344871449
1560,HILNIKS,4623,HILLIARD ROME RD & NIKE DR,,39.994499,-83.152596,,,,,,0,1111599.3463163353,381486.1420580853
1561,TAM463N,4624,4630 TAMARACK BLVD,,40.062269,-82.97084,,,,,,0,1127021.7733286275,389260.05210437044
1562,11THIGE,4625,E 11TH AVE & N HIGH ST,,39.99467,-83.005896,,,,,,0,1124158.8120286604,381720.2153795961
1563,11TGRAE,4626,E 11TH AVE & N GRANT AVE,,39.994197,-82.995413,,,,,,0,1125057.2541874587,381684.0953316862
1564,11TDAUE,4627,E 11TH AVE & DAUGHERTY AVE,,39.994113,-82.992912,,,,,,0,1125271.545154646,381678.68921624916
1565,17TCLEW,4629,E 17TH AVE & CLEVELAND AVE,,40.000425,-82.976122,,,,,,0,1126696.141974746,382403.879563097
1566,INDWEIS,4630,INDIANOLA AVE & E WEISHEIMER RD,,40.054574,-83.000412,,,,,,0,1124508.1933468182,388361.6931530499
1567,INDMIDS,4632,INDIANOLA AVE & MIDGARD RD,,40.027339,-83.001454,,,,,,0,1124473.646413247,385344.3465146002
1568,PARINDS,4635,PARSONS AVE & INDIAN MOUND PARK,,39.882429,-82.987749,,,,,,0,1125939.4480184556,369322.1457931573
1569,OBEBETAW,4636,OBETZ RD & BETH ANN DR,0 Unit BETH ANN DR & BETH ANN DR,39.882049,-82.994486,,,,,,0,1125362.391890719,369269.54833522264
1570,OBESOUW,4637,OBETZ RD & SOUTHPOINT BLVD,,39.882139,-82.998271,,,,,,0,1125037.5757956447,369273.6158210868
1571,OBESOUE,4638,OBETZ RD & SOUTHPOINT BLVD,,39.882082,-82.9985,,,,,,0,1125018.0491551566,369266.9497003977
1572,PAROBEN,4640,PARSONS AVE & OBETZ RD,,39.882113,-82.98762,,,,,,0,1125951.1512109253,369287.3666884175
1573,PARHARN,4641,PARSONS AVE & HARLAND DR,,39.884694,-82.987468,,,,,,0,1125958.9675895574,369573.3223767453
1574,PARASHN,4643,PARSONS AVE & ASHWOOD RD,,39.887904,-82.987172,,,,,,0,1125977.8600157725,369929.13599272235
1575,LOCBUCS,4644,LOCKBOURNE RD & BUCKEYE PARK RD,,39.918919,-82.965769,,,,,,0,1127749.7299919566,373396.3948339985
1576,WEIHOUS,4647,WEIRTON DR & HOUSTON DR,,39.902412,-82.952461,,,,,,0,1128924.6426966542,371590.24002955446
1577,WEISOUW,4648,WEIRTON DR & SOUTHFIELD DR S,,39.9003,-82.952685,,,,,,0,1128909.8100737077,371356.07644706627
1578,VENSOUW,4650,VENICE DR & SOUTHFIELD DR E,,39.897759,-82.953235,,,,,,0,1128867.9109481766,371073.8997874585
1579,KOE113W,4659,KOEBEL RD & LOCKBOURNE RD,,39.912652,-82.965193,,,,,,0,1127811.9722075989,372703.51697260025
1580,LOC230N,4660,2300 LOCKBOURNE RD,,39.91735,-82.965736,,,,,,0,1127755.7793582536,373222.7491077293
1581,LOCREFN,4661,LOCKBOURNE RD & REFUGEE RD,,39.919457,-82.965542,,,,,,0,1127768.0833767669,373456.3157285078
1582,4THSPRN,4662,N 4TH ST & E SPRING ST,,39.966599,-82.996889,,,,,,0,1124986.3593634688,378626.18487893767
1583,MAIMOON,4665,MAIZE RD & MOON RD,,40.039137,-82.988989,,,,,,0,1125516.4168000836,386670.10488541715
1584,LIVMCNW,4667,E LIVINGSTON AVE & MCNAUGHTEN RD,,39.942626,-82.838039,,,,,,0,1138645.4328669056,376232.58840939065
1585,KARELMN,4671,KARL RD & ELMORE AVE,,40.042256,-82.977285,,,,,,0,1126511.3668355986,387033.8190964962
1586,KARCOON,4672,KARL RD & E COOKE RD,,40.045422,-82.976996,,,,,,0,1126529.6390607082,387384.8451112438
1587,KARSHAN,4676,KARL RD & SHANLEY DR,,40.055749,-82.976162,,,,,,0,1126579.927718602,388529.6794245639
1588,KARELMS,4678,KARL RD & ELMORE AVE,,40.042689,-82.97738,,,,,,0,1126502.357726564,387081.61555384274
1589,HENOLEE,4681,W HENDERSON RD & OLENTANGY RIVER RD,,40.051865,-83.033128,,,,,,0,1121715.249402673,388011.6095697492
1590,CLE13TS,4682,CLEVELAND AVE & E 13TH AVE,,39.996692,-82.978646,,,,,,0,1126487.6710442354,381986.580705423
1591,HENOLEW,4683,W HENDERSON RD & OLENTANGY RIVER RD,,40.052075,-83.034505,,,,,,0,1121597.055424592,388032.7793626385
1592,11TDAUW,4686,E 11TH AVE & DAUGHERTY AVE,,39.994239,-82.993052,,,,,,0,1125259.3051905048,381692.42190660024
1593,MYRWOOW,4688,MYRTLE AVE & WOODLAND AVE,,40.01649,-82.950503,,,,,,0,1128855.9437655616,384223.3712889453
1594,MYRWOOE,4689,MYRTLE AVE & WOODLAND AVE,,40.016425,-82.950475,,,,,,0,1128858.474899505,384216.2191005127
1595,PER272N,4690,2722 PERDUE AVE,,40.024241,-82.951937,,,,,,0,1128717.157378901,385079.303009811
1596,PERAGLN,4691,PERDUE AVE & AGLER RD,,40.026464,-82.951748,,,,,,0,1128728.7237132215,385325.7493972882
1597,PER271S,4692,2717 PERDUE AVE,,40.02422,-82.952085,,,,,,0,1128704.5362018119,385076.7407796519
1598,PERDENN,4698,PERDUE AVE & DENUNE AVE,,40.021879,-82.952105,,,,,,0,1128707.6749351579,384817.5003628901
1599,PERDENS,4699,PERDUE AVE & DENUNE AVE,,40.022238,-82.95223,,,,,,0,1128696.2342747687,384857.0506049511
1600,PERABEN,4700,PERDUE AVE & ABERDEEN AVE,,40.020208,-82.95222,,,,,,0,1128701.2955257788,384632.29453356005
1601,PERMINS,4701,PERDUE AVE & MINNESOTA AVE,,40.019489,-82.952423,,,,,,0,1128685.4125692663,384552.3583052403
1602,EARPERE,4702,EARL AVE & PERDUE AVE,,40.017215,-82.952046,,,,,,0,1128722.3872728138,384301.1741424701
1603,EARPERW,4703,EARL AVE & PERDUE AVE,,40.017386,-82.952326,,,,,,0,1128698.070115123,384319.6596635494
1604,HENLAUE,4713,W HENDERSON RD & LAURALAND DR E,,40.051997,-83.037476,,,,,,0,1121343.0819281829,388019.65240914933
1605,HENOLEBE,4714,W HENDERSON RD & OLENTANGY BLVD,,40.051672,-83.027566,,,,,,0,1122191.3786245778,387998.6768936013
1606,HENZELE,4715,W HENDERSON RD & ZELLER RD,,40.051559,-83.024877,,,,,,0,1122421.6073493797,387990.25571085815
1607,STRRAXE,4726,2071 STRINGTOWN RD,2071 STRINGTOWN RD & GANTZ RD,39.878458,-83.058371,,,,,,0,1119889.9198298503,368774.56011941924
1608,REFEASW,4727,REFUGEE RD & EASTLAND MALL,0 REFUGEE RD & EASTLAND MALL,39.916029,-82.88753,,,,,,0,1134462.3674222054,373204.071229024
1609,COUKIMNN,4729,COURTRIGHT RD & KIMBERLY PKWY N,,39.92154,-82.896862,,,,,,0,1133650.592796713,373798.59986939037
1610,COUOAKN,4730,COURTRIGHT RD & OAKCREST RD,,39.924797,-82.898696,,,,,,0,1133486.4095181176,374156.11997114855
1611,COURIVN,4731,COURTRIGHT RD & RIVERDALE SQ,,39.928721,-82.898328,,,,,,0,1133509.5308740593,374591.1421173208
1612,TRAMAPW,4734,TRABUE RD & MAPLEWAY DR,0 TRABUE RD & MAPLEWAY DR,39.992637,-83.092818,,,,,,0,1116720.8190698738,381364.8738970439
1613,AGLBRIE,4736,AGLER RD & BRIDGEWALK ST,,40.026657,-82.944966,,,,,,0,1129308.6513820828,385358.00541254133
1614,AGLBRIWW,4737,AGLER RD & BRIDGEWALK ST,,40.026751,-82.944826,,,,,,0,1129320.4353082904,385368.63888683356
1615,AGLWOOE,4738,AGLER RD & WOODLAND AVE,,40.026857,-82.950146,,,,,,0,1128864.9901478854,385371.8317415933
1616,AGLWOOW,4739,AGLER RD & WOODLAND AVE,,40.026949,-82.949753,,,,,,0,1128898.4276836235,385382.648688277
1617,JOYBLIN,4752,JOYCE AVE & BLISS ST,,39.982773,-82.966932,,,,,,0,1127519.0652668606,380463.9797448183
1618,OBE433W,4755,OPPOSITE 433 OBETZ RD,,39.881786,-82.98905,,,,,,0,1125829.1626844695,369248.92811409466
1619,OBE300W,4756,300 OBETZ RD,,39.881862,-82.991812,,,,,,0,1125592.1149550034,369253.0216649325
1620,OBEBETE,4757,OBETZ RD & BETH ANN DR,0 OBETZ RD & BETH ANN DR,39.88188,-82.994238,,,,,,0,1125384.0028266613,369251.226820298
1621,OBE433E,4758,433 OBETZ RD,,39.881684,-82.989052,,,,,,0,1125829.1972333493,369237.6335796673
1622,JAMASTN,4764,S JAMES RD & ASTOR AVE,,39.951413,-82.915201,,,,,,0,1132015.305457861,377075.47880086733
1623,JAMMOUN,4765,S JAMES RD & E MOUND ST,,39.954269,-82.914934,,,,,,0,1132032.1171227903,377392.1093275867
1624,JAMMAIN,4766,S JAMES RD & E MAIN ST,,39.957123,-82.91468,,,,,,0,1132047.8172720394,377708.49863266887
1625,JAMFAIN,4767,S JAMES RD & FAIR AVE,,39.961503,-82.914271,,,,,,0,1132073.5518683922,378194.0920994241
1626,JAMDALN,4768,S JAMES RD & DALE AVE,,39.964159,-82.914042,,,,,,0,1132087.526019575,378488.52296773717
1627,JAMELBN,4769,S JAMES RD & ELBERN AVE,,39.968148,-82.913691,,,,,,0,1132109.115797895,378930.7376802197
1628,JAMBRON,4770,S JAMES RD & E BROAD ST,0 S JAMES RD & E BROAD ST,39.971694,-82.913383,,,,,,0,1132127.9603765556,379323.8379915531
1629,JAMBROS,4771,S JAMES RD & E BROAD ST,,39.971594,-82.913594,,,,,,0,1132110.1020034337,379312.4196794195
1630,JAMELBS,4772,S JAMES RD & ELBERN AVE,,39.967678,-82.913955,,,,,,0,1132087.5029131947,378878.2681141648
1631,JAMDALS,4773,S JAMES RD & DALE AVE,,39.963673,-82.914306,,,,,,0,1132065.9454276883,378434.2824021999
1632,JAMFAIS,4774,S JAMES RD & FAIR AVE,,39.960917,-82.914546,,,,,,0,1132051.2402433895,378128.7624483063
1633,JAMMAIS,4775,S JAMES RD & E MAIN ST,,39.956809,-82.91488,,,,,,0,1132031.3510761627,377673.40644975775
1634,JAMMOUS,4776,S JAMES RD & E MOUND ST,,39.95381,-82.915138,,,,,,0,1132015.615118422,377340.957586718
1635,MORHIGE,4778,MORSE RD & N HIGH ST,,40.062364,-83.018857,,,,,,0,1122915.139773656,389195.9185433014
1636,KARCOOS1,4782,KARL RD & E COOKE RD,,40.045865,-82.977153,,,,,,0,1126515.3061539123,387433.6515121105
1637,JAMASTS,4785,S JAMES RD & ASTOR AVE,,39.951837,-82.915322,,,,,,0,1132004.0393362693,377122.2216517327
1638,JAMBROS1,4833,S JAMES RD & BROWNLEE AVE,,39.94844,-82.915648,,,,,,0,1131983.3182820363,376745.6011082006
1639,COURIVS,4845,COURTRIGHT RD & RIVERDALE SQ,,39.928895,-82.898465,,,,,,0,1133497.4163078815,374610.17751017434
1640,COUOAKS,4846,COURTRIGHT RD & OAKCREST RD,,39.924833,-82.898862,,,,,,0,1133472.1047596075,374159.8297189245
1641,FROSYCN,4850,S FRONT ST & W SYCAMORE ST,0 S FRONT ST & W BECK ST,39.949237,-82.999864,,,,,,0,1124766.3683691183,376699.33668658626
1642,JOYBLAS,4856,JOYCE AVE & E BLAKE AVE,,40.010185,-82.962398,,,,,,0,1127850.9076714145,383506.2632618019
1643,JOY26TS,4857,JOYCE AVE & E 26TH AVE,,40.007701,-82.963158,,,,,,0,1127790.9664270622,383230.0183703371
1644,JOY23RS,4858,JOYCE AVE & E 23RD AVE,,40.005325,-82.963891,,,,,,0,1127733.109113816,382965.7760783568
1645,LOC244S,4868,2441 LOCKBOURNE RD,,39.914442,-82.966127,,,,,,0,1127728.230614362,372900.19502407324
1646,LOC245N,4869,2452 LOCKBOURNE RD,2452 LOCKBOURNE RD & RAMP,39.914035,-82.965982,,,,,,0,1127741.4958597743,372855.36828268215
1647,MCGHUDS,4878,MCGUFFEY RD & E HUDSON ST,,40.013916,-82.981472,,,,,,0,1126210.7476265603,383889.2301556085
1648,JOYGIBS,4880,JOYCE & GIBBARD,0 JOYCE AVE & ALY,39.983326,-82.967063,,,,,,0,1127506.713529099,380524.99923624715
1649,HARBRON,4882,HARRISBURG PIKE & BROWN RD,,39.944244,-83.036762,,,,,,0,1121614.8265331478,376089.99664434243
1650,PARCOLN,4887,PARSONS AVE & E COLUMBUS ST,,39.946535,-82.982703,,,,,,0,1126242.1427523731,376426.9865155717
1651,5THHIGHW,4894,W 5TH AVE & N HIGH ST,,39.987184,-83.005867,,,,,,0,1124176.2494186657,380891.4035021721
1652,JOY17TS,4901,JOYCE AVE & E 17TH AVE,,40.000188,-82.965468,,,,,,0,1127608.6683810537,382394.49202843686
1653,COUPETN,4902,COURTRIGHT RD & PETZINGER RD,,39.927003,-82.898497,,,,,,0,1133498.732818746,374400.6678952585
1654,COUPETS,4903,COURTRIGHT RD & PETZINGER RD,,39.927416,-82.898606,,,,,,0,1133488.5050038747,374446.20854728913
1655,HAM18TS,4904,HAMILTON AVE & E 18TH AVE,,40.001937,-82.979916,,,,,,0,1126368.2800251795,382565.3189496893
1656,17THAME,4905,E 17TH AVE & HAMILTON AVE,,40.000452,-82.979485,,,,,,0,1126408.195686074,382401.5742521691
1657,MORSANW,4907,MORSE RD & SANDY LANE RD,,40.061545,-82.992936,,,,,,0,1125133.5737872608,389145.2229577096
1658,GODCHEW,4911,GODOWN RD & CHEVIOT DR,,40.060216,-83.050996,,,,,,0,1120170.7289078203,388909.4628695466
1659,OLERIDN,4917,OLENTANGY RIVER RD & BETHEL RD,,40.061674,-83.036467,,,,,,0,1121410.461684518,389092.7476298963
1660,CRORIDN,4918,CROSSWOODS PARK AND RIDE,CROSSWOODS PARK & RIDE,40.116962,-83.006137,,,,,,0,1123893.8985893994,395261.5910700634
1661,BROSYLW,4920,W BROAD ST & N SYLVAN AVE,,39.954392,-83.087357,,,,,,0,1117260.4868279356,377138.3476028588
1662,BROPHIW,4922,W BROAD ST & PHILLIPI RD,,39.953322,-83.109153,,,,,,0,1115395.1826428566,376988.33745945245
1663,LIVALUW,4928,E LIVINGSTON AVE & ALUM CREEK DR,,39.948562,-82.945938,,,,,,0,1129387.932704806,376709.86077549984
1664,LIV18TW,4929,E LIVINGSTON AVE & S 18TH ST,,39.950827,-82.977497,,,,,,0,1126679.4506512296,376910.35461306386
1665,GODCAMN,4930,GODOWN RD & CAMBRIAN DR,,40.06201,-83.054974,,,,,,0,1119827.0492093223,389102.18277194595
1666,MAIALUE,4931,E MAIN ST & ALUM CREEK DR,,39.957238,-82.944004,,,,,,0,1129535.5607093966,377673.51538455125
1667,MAIHOLW,4934,E MAIN ST & HOLTZMAN AVE,,39.957441,-82.945385,,,,,,0,1129416.8358220663,377693.76561857876
1668,REDSONW,4938,RED ROBIN RD & SONG BIRD DR,,40.065274,-82.976114,,,,,,0,1126564.6126549665,389584.4871029658
1669,WHI18TE,4940,E WHITTIER ST & S 18TH ST,,39.943866,-82.978239,,,,,,0,1126630.0503398858,376138.5186865139
1670,HIGHOSN,4941,S HIGH ST & E HOSTER ST,,39.950956,-82.998356,,,,,,0,1124892.1168981253,376891.9944603604
1671,COUGROS,4950,COURTRIGHT RD & GROVES RD,,39.93097,-82.898218,,,,,,0,1133514.1324129761,374840.30426085286
1672,SULWILW,4955,SULLIVANT AVE & N WILSON RD,,39.942763,-83.093953,,,,,,0,1116717.21889702,375841.2420887948
1673,SULWEDW,4956,SULLIVANT AVE & WEDGEWOOD DR,,39.942565,-83.098054,,,,,,0,1116366.186174035,375813.37470732746
1674,SUL385W,4957,3850 SULLIVANT AVE,,39.942407,-83.100828,,,,,,0,1116128.783973658,375791.8700379906
1675,SULATLW,4958,SULLIVANT AVE & ATLANTA DR,,39.942108,-83.107083,,,,,,0,1115593.3623275084,375749.7504068903
1676,SULGEOW,4959,SULLIVANT AVE & GEORGESVILLE RD,,39.941935,-83.110631,,,,,,0,1115289.6608297941,375725.50119807257
1677,SULATLE,4960,SULLIVANT AVE & ATLANTA DR,,39.941932,-83.107561,,,,,,0,1115552.7302403876,375729.57741857204
1678,SULHOLE,4962,SULLIVANT AVE & HOLLY HILL DR,,39.942231,-83.101634,,,,,,0,1116060.04798874,375771.2202257784
1679,SULWEDE,4963,SULLIVANT AVE & WEDGEWOOD DR,,39.942464,-83.097056,,,,,,0,1116451.8913337926,375803.63792738295
1680,SULKINE,4965,SULLIVANT AVE & KINGSFORD RD,,39.942613,-83.093718,,,,,,0,1116737.6368491796,375824.9762518341
1681,CLEBREN,4966,CLEVELAND AVE & BRETTON WOODS DR,,40.068527,-82.952181,,,,,,0,1128604.525308092,389982.69267985364
1682,CLEEDMS,4969,CLEVELAND AVE & EDMONTON RD,,40.069004,-82.952376,,,,,,0,1128586.862458496,390035.2007966301
1683,SULDERE,4970,SULLIVANT AVE & DERRER RD,,39.942754,-83.090993,,,,,,0,1116970.8696572767,375844.54846826184
1684,DEMCLIS,4973,DEMOREST RD & CLIME RD,,39.928357,-83.090465,,,,,,0,1117043.1927000254,374251.3875049561
1685,RICSOUS,4987,RICHARD AVE & SOUTHWEST BLVD,,39.891039,-83.080435,,,,,,0,1117973.5384478876,370134.6627252558
1686,SOUSHEW,4988,SOUTHWEST BLVD & SHELDON PL,3755 SOUTHWEST BLVD & SHELDON PL,39.89068,-83.082828,,,,,,0,1117768.9981833925,370091.41081875376
1687,SOUBROW,4989,SOUTHWEST BLVD & BROADWAY,3094 SOUTHWEST BLVD,39.890703,-83.085035,,,,,,0,1117579.6853289302,370090.72600716003
1688,SOUSHEE,4998,SOUTHWEST BLVD & SHELDON PL,,39.890489,-83.083333,,,,,,0,1117726.051167103,370069.52658667625
1689,HAMEASN,5016,S HAMILTON RD & EASTLAND DR,,39.921032,-82.879975,,,,,,0,1135099.1203913195,373770.59264993574
1690,RIC5THW,5048,E RICH ST & S 5TH ST,,39.958296,-82.993242,,,,,,0,1125315.464130076,377712.5938684816
1691,SULDEMW,5052,SULLIVANT AVE & DEMOREST RD,,39.942956,-83.090016,,,,,,0,1117054.205853871,375868.3349566491
1692,BRICHAS,5056,BRICE RD & CHANNINGWAY BLVD,,39.938103,-82.830374,,,,,,0,1139312.314768157,375745.1138658761
1693,SCAALSE,5064,SCARBOROUGH BLVD & ALSHIRE RD,,39.929032,-82.834382,,,,,,0,1138989.1373778253,374733.96458458295
1694,BRIEASN,5068,BRICE RD & EASTGREEN BLVD,,39.938801,-82.83007,,,,,,0,1139336.800760453,375822.91392394935
1695,ZOLTREW,5070,ZOLLINGER RD & TREMONT RD,,40.01908,-83.062538,,,,,,0,1119262.5748053254,384337.23495826125
